Date;Indice de Lille;Dioxyde de soufre (SO2);Dioxyde d'azote (NO2);Ozone (O3);Poussieres PM10
13/04/2020;N/D;/;/;/;/
12/04/2020;5;/;1;5;4
11/04/2020;4;/;1;4;3
10/04/2020;5;/;1;5;5
09/04/2020;8;/;2;5;8
08/04/2020;7;/;3;6;7
07/04/2020;4;/;2;4;3
06/04/2020;4;/;1;4;3
05/04/2020;5;/;1;5;4
04/04/2020;4;/;1;4;3
03/04/2020;3;/;1;3;3
02/04/2020;4;/;2;4;3
01/04/2020;4;/;2;4;4
31/03/2020;4;/;2;4;3
30/03/2020;4;/;2;4;2
29/03/2020;4;/;1;4;3
28/03/2020;7;/;1;4;7
27/03/2020;7;/;2;3;7
26/03/2020;5;/;1;4;5
25/03/2020;4;/;2;4;4
24/03/2020;4;/;2;4;3
23/03/2020;4;/;1;4;3
22/03/2020;3;/;1;3;2
21/03/2020;3;/;1;3;2
20/03/2020;4;/;1;3;4
19/03/2020;4;/;2;3;4
18/03/2020;4;/;2;4;3
17/03/2020;4;/;2;4;3
16/03/2020;4;/;3;3;4
15/03/2020;3;/;2;3;3
14/03/2020;3;/;2;3;2
13/03/2020;4;/;2;3;4
12/03/2020;4;/;1;4;3
11/03/2020;3;/;1;3;1
10/03/2020;3;/;1;3;1
09/03/2020;3;/;2;3;3
08/03/2020;3;/;1;3;3
07/03/2020;3;/;2;3;3
06/03/2020;4;/;2;4;3
05/03/2020;2;/;2;2;2
04/03/2020;3;/;2;3;3
03/03/2020;3;/;2;3;2
02/03/2020;3;/;2;3;2
01/03/2020;3;/;2;3;2
29/02/2020;4;/;1;4;4
28/02/2020;3;/;3;3;3
27/02/2020;3;/;2;3;2
26/02/2020;3;/;2;3;2
25/02/2020;4;/;1;4;2
24/02/2020;3;/;1;3;2
23/02/2020;3;/;1;3;2
22/02/2020;3;/;1;3;2
21/02/2020;3;/;2;3;3
20/02/2020;3;/;1;3;2
19/02/2020;3;/;2;3;3
18/02/2020;3;/;1;3;2
17/02/2020;4;/;1;4;2
16/02/2020;4;/;1;4;2
15/02/2020;3;/;1;3;3
14/02/2020;3;/;2;3;3
13/02/2020;3;/;1;3;2
12/02/2020;3;/;2;3;3
11/02/2020;4;/;1;4;4
10/02/2020;4;/;1;4;3
09/02/2020;4;/;1;4;2
08/02/2020;3;/;2;3;3
07/02/2020;5;/;2;2;5
06/02/2020;6;/;3;3;6
05/02/2020;3;/;3;3;3
04/02/2020;3;/;1;3;3
03/02/2020;3;/;1;3;3
02/02/2020;3;/;1;3;3
01/02/2020;3;/;1;3;3
31/01/2020;3;/;1;3;1
30/01/2020;3;/;2;3;2
29/01/2020;3;/;3;3;3
28/01/2020;4;/;1;4;2
27/01/2020;3;/;2;3;2
26/01/2020;5;/;1;2;5
25/01/2020;5;/;2;1;5
24/01/2020;5;/;2;1;5
23/01/2020;4;/;2;1;4
22/01/2020;5;/;2;1;5
21/01/2020;5;/;3;1;5
20/01/2020;6;/;3;1;6
19/01/2020;4;/;2;3;4
18/01/2020;3;/;2;3;3
17/01/2020;3;/;2;3;2
16/01/2020;3;/;2;3;3
15/01/2020;3;/;3;3;2
14/01/2020;3;/;1;3;/
13/01/2020;3;/;2;3;/
12/01/2020;3;/;1;3;3
11/01/2020;3;/;1;3;2
10/01/2020;3;/;2;3;2
09/01/2020;3;/;1;3;2
08/01/2020;2;/;2;2;2
07/01/2020;4;/;3;2;4
06/01/2020;3;/;2;2;3
05/01/2020;3;/;2;2;3
04/01/2020;3;/;2;3;3
03/01/2020;3;/;2;3;2
02/01/2020;3;/;2;2;3
01/01/2020;4;/;1;1;4
31/12/2019;6;/;2;1;6
30/12/2019;4;/;2;1;4
29/12/2019;4;/;2;1;4
28/12/2019;4;/;2;2;4
27/12/2019;3;/;2;2;3
26/12/2019;3;/;2;3;3
25/12/2019;3;/;3;3;3
24/12/2019;3;/;1;3;3
23/12/2019;3;/;3;3;3
22/12/2019;3;/;2;3;2
21/12/2019;3;/;1;3;2
20/12/2019;3;/;1;3;1
19/12/2019;3;/;1;3;3
18/12/2019;3;/;3;2;3
17/12/2019;2;/;2;2;2
16/12/2019;3;/;3;2;3
15/12/2019;4;/;2;4;3
14/12/2019;4;/;2;4;3
13/12/2019;3;/;2;3;2
12/12/2019;3;/;3;3;2
11/12/2019;3;/;3;3;3
10/12/2019;3;/;3;2;3
09/12/2019;3;/;3;3;2
08/12/2019;3;/;1;3;2
07/12/2019;3;/;2;3;3
06/12/2019;3;/;1;3;3
05/12/2019;6;/;2;1;6
04/12/2019;8;/;3;1;8
03/12/2019;7;/;3;1;7
02/12/2019;4;/;3;1;4
01/12/2019;4;/;2;1;4
30/11/2019;5;/;2;2;5
29/11/2019;3;/;3;3;3
28/11/2019;3;/;1;3;2
27/11/2019;3;/;1;3;2
26/11/2019;2;/;2;2;2
25/11/2019;3;/;2;2;3
24/11/2019;3;/;2;2;3
23/11/2019;3;/;2;2;3
22/11/2019;2;/;2;2;2
21/11/2019;5;/;2;1;5
20/11/2019;4;/;2;2;4
19/11/2019;4;/;3;2;4
18/11/2019;4;/;3;2;4
17/11/2019;4;/;3;2;4
16/11/2019;2;/;2;2;2
15/11/2019;4;/;2;2;4
14/11/2019;3;/;2;3;2
13/11/2019;3;/;3;2;2
12/11/2019;3;/;2;3;2
11/11/2019;3;/;3;3;2
10/11/2019;4;/;2;2;4
09/11/2019;3;/;2;2;3
08/11/2019;3;/;2;2;3
07/11/2019;3;/;2;3;2
06/11/2019;3;/;3;2;3
05/11/2019;3;/;2;2;3
04/11/2019;3;/;2;3;2
03/11/2019;2;/;2;2;2
02/11/2019;3;/;1;3;2
01/11/2019;3;/;2;2;3
31/10/2019;5;/;2;1;5
30/10/2019;5;/;2;2;5
29/10/2019;3;/;2;3;3
28/10/2019;5;/;3;3;5
27/10/2019;3;/;2;3;2
26/10/2019;3;/;1;3;2
25/10/2019;2;/;1;2;2
24/10/2019;3;/;1;3;3
23/10/2019;5;/;2;1;5
22/10/2019;3;/;2;2;3
21/10/2019;2;/;2;2;2
20/10/2019;3;/;2;2;3
19/10/2019;3;/;2;3;2
18/10/2019;3;/;1;3;2
17/10/2019;3;/;3;3;2
16/10/2019;2;/;1;2;1
15/10/2019;3;/;2;3;2
14/10/2019;3;/;2;3;2
13/10/2019;3;/;1;3;2
12/10/2019;3;/;1;3;2
11/10/2019;3;/;1;3;2
10/10/2019;3;/;2;2;3
09/10/2019;3;/;1;3;2
08/10/2019;2;/;2;2;2
07/10/2019;3;/;2;2;3
06/10/2019;3;/;1;3;2
05/10/2019;3;/;1;3;3
04/10/2019;3;/;2;3;3
03/10/2019;3;/;2;3;2
02/10/2019;3;/;2;3;2
01/10/2019;3;/;2;3;2
30/09/2019;3;/;2;3;2
29/09/2019;3;/;1;3;2
28/09/2019;3;/;1;3;2
27/09/2019;3;/;1;3;2
26/09/2019;3;/;1;3;2
25/09/2019;2;/;1;2;2
24/09/2019;2;/;2;2;2
23/09/2019;3;/;1;3;2
22/09/2019;4;/;1;4;2
21/09/2019;5;/;1;5;3
20/09/2019;4;/;2;4;4
19/09/2019;3;/;2;3;3
18/09/2019;4;/;2;4;3
17/09/2019;4;/;2;4;3
16/09/2019;3;/;2;3;3
15/09/2019;5;/;2;5;4
14/09/2019;4;/;2;4;3
13/09/2019;3;/;1;3;2
12/09/2019;3;/;1;3;2
11/09/2019;3;/;2;3;3
10/09/2019;4;/;3;4;3
09/09/2019;3;/;2;3;2
08/09/2019;3;/;2;3;2
07/09/2019;3;/;1;3;2
06/09/2019;3;/;3;3;3
05/09/2019;3;/;2;3;2
04/09/2019;3;/;1;3;3
03/09/2019;3;/;1;3;2
02/09/2019;4;/;2;4;3
01/09/2019;3;/;1;3;2
31/08/2019;5;/;1;5;3
30/08/2019;4;/;2;4;3
29/08/2019;4;/;1;4;2
28/08/2019;5;/;2;5;5
27/08/2019;7;/;3;7;6
26/08/2019;7;/;3;7;6
25/08/2019;6;/;2;6;4
24/08/2019;7;/;2;7;5
23/08/2019;6;/;2;6;4
22/08/2019;4;/;2;4;4
21/08/2019;5;/;2;5;3
20/08/2019;4;/;1;4;3
19/08/2019;3;/;1;3;3
18/08/2019;3;/;1;3;2
17/08/2019;2;/;1;2;2
16/08/2019;3;/;1;3;3
15/08/2019;3;/;1;3;2
14/08/2019;3;/;1;3;2
13/08/2019;3;/;1;3;2
12/08/2019;3;/;1;3;2
11/08/2019;3;/;1;3;2
10/08/2019;3;/;1;3;3
09/08/2019;3;/;1;3;2
08/08/2019;4;/;/;/;/
07/08/2019;3;/;1;3;2
06/08/2019;3;/;1;3;2
05/08/2019;3;/;1;3;2
04/08/2019;4;/;1;4;3
03/08/2019;3;/;1;3;3
02/08/2019;4;/;2;4;3
01/08/2019;4;/;1;4;2
31/07/2019;3;/;1;3;2
30/07/2019;3;/;1;3;3
29/07/2019;4;/;1;4;2
28/07/2019;3;/;1;3;2
27/07/2019;3;/;1;3;2
26/07/2019;5;/;1;5;4
25/07/2019;7;/;1;7;7
24/07/2019;7;/;2;7;5
23/07/2019;6;/;2;6;4
22/07/2019;4;/;2;4;2
21/07/2019;3;/;1;3;2
20/07/2019;3;/;1;3;3
19/07/2019;4;/;1;4;3
18/07/2019;3;/;1;3;3
17/07/2019;5;/;2;5;4
16/07/2019;4;/;2;4;2
15/07/2019;4;/;1;4;2
14/07/2019;3;/;1;3;2
13/07/2019;4;/;1;4;2
12/07/2019;4;/;1;4;3
11/07/2019;5;/;2;5;3
10/07/2019;5;/;2;5;3
09/07/2019;4;/;2;4;3
08/07/2019;4;/;2;4;2
07/07/2019;3;/;1;3;2
06/07/2019;5;/;2;5;3
05/07/2019;5;/;2;5;4
04/07/2019;4;/;1;4;4
03/07/2019;4;/;1;4;3
02/07/2019;4;/;1;4;3
01/07/2019;4;/;1;4;3
30/06/2019;5;/;1;5;3
29/06/2019;6;/;1;6;3
28/06/2019;5;/;1;5;4
27/06/2019;5;/;1;5;4
26/06/2019;5;/;1;5;5
25/06/2019;7;/;2;6;7
24/06/2019;4;/;1;4;4
23/06/2019;5;/;1;5;3
22/06/2019;5;/;1;5;3
21/06/2019;4;/;1;4;2
20/06/2019;3;/;1;3;2
19/06/2019;4;/;2;4;4
18/06/2019;5;/;2;5;3
17/06/2019;3;/;1;3;3
16/06/2019;3;/;1;3;1
15/06/2019;4;/;1;4;2
14/06/2019;4;/;2;4;2
13/06/2019;3;/;1;3;2
12/06/2019;3;/;2;3;2
11/06/2019;4;/;2;4;2
10/06/2019;4;/;1;4;3
09/06/2019;3;/;1;3;3
08/06/2019;3;/;1;3;2
07/06/2019;4;/;1;4;2
06/06/2019;4;/;1;4;2
05/06/2019;3;/;1;3;2
04/06/2019;4;/;2;4;3
03/06/2019;4;/;2;4;3
02/06/2019;5;/;1;5;3
01/06/2019;5;/;2;5;3
31/05/2019;3;/;2;3;2
30/05/2019;3;/;1;3;2
29/05/2019;4;/;2;4;3
28/05/2019;3;/;1;3;2
27/05/2019;3;/;1;3;3
26/05/2019;3;/;1;3;3
25/05/2019;4;/;2;4;4
24/05/2019;5;/;1;5;3
23/05/2019;5;/;3;5;3
22/05/2019;4;/;2;4;4
21/05/2019;4;/;2;4;4
20/05/2019;4;/;1;4;4
19/05/2019;5;/;2;4;5
18/05/2019;6;/;2;4;6
17/05/2019;5;/;2;3;5
16/05/2019;5;/;2;5;4
15/05/2019;4;/;2;4;4
14/05/2019;4;/;1;4;4
13/05/2019;4;/;1;4;3
12/05/2019;4;/;1;4;2
11/05/2019;4;/;1;4;4
10/05/2019;4;/;2;4;3
09/05/2019;4;/;2;4;2
08/05/2019;4;/;1;4;2
07/05/2019;4;/;3;4;4
06/05/2019;3;/;2;3;3
05/05/2019;4;/;2;4;2
04/05/2019;4;/;1;4;2
03/05/2019;4;/;2;4;3
02/05/2019;6;/;2;4;6
01/05/2019;8;/;2;5;8
30/04/2019;4;/;2;4;4
29/04/2019;4;/;2;4;4
28/04/2019;3;/;2;3;2
27/04/2019;4;/;1;4;3
26/04/2019;4;/;2;4;2
25/04/2019;3;/;1;3;2
24/04/2019;5;/;2;4;5
23/04/2019;5;/;2;4;5
22/04/2019;6;/;2;6;5
21/04/2019;7;/;2;7;7
20/04/2019;6;/;3;6;6
19/04/2019;5;/;2;5;5
18/04/2019;6;/;2;5;6
17/04/2019;7;/;2;4;7
16/04/2019;6;/;2;4;6
15/04/2019;5;/;2;4;5
14/04/2019;6;/;3;3;6
13/04/2019;4;/;2;4;3
12/04/2019;4;/;2;4;4
11/04/2019;4;/;2;4;4
10/04/2019;5;/;2;4;5
09/04/2019;8;/;3;2;8
08/04/2019;10;/;2;3;10
07/04/2019;9;/;2;2;9
06/04/2019;5;/;2;3;5
05/04/2019;4;/;2;4;3
04/04/2019;4;/;2;4;3
03/04/2019;4;/;3;4;2
02/04/2019;5;/;3;4;5
01/04/2019;5;/;2;3;5
31/03/2019;7;/;2;4;7
30/03/2019;7;/;3;4;7
29/03/2019;6;/;3;3;6
28/03/2019;6;/;3;3;6
27/03/2019;6;/;3;4;6
26/03/2019;4;/;2;4;4
25/03/2019;4;/;1;4;4
24/03/2019;4;/;2;4;3
23/03/2019;5;/;2;3;5
22/03/2019;8;/;2;3;8
21/03/2019;4;/;3;3;4
20/03/2019;3;/;3;3;3
19/03/2019;4;/;3;4;4
18/03/2019;3;/;3;3;3
17/03/2019;4;/;1;4;2
16/03/2019;4;/;1;4;2
15/03/2019;3;/;1;3;3
14/03/2019;3;/;2;3;3
13/03/2019;3;/;1;3;3
12/03/2019;4;/;1;4;3
11/03/2019;4;/;3;4;3
10/03/2019;4;/;1;4;3
09/03/2019;4;/;1;4;4
08/03/2019;3;/;2;3;2
07/03/2019;4;/;1;4;2
06/03/2019;3;/;2;3;2
05/03/2019;3;/;2;3;2
04/03/2019;4;/;1;4;2
03/03/2019;3;/;1;3;2
02/03/2019;3;/;2;3;3
01/03/2019;6;/;2;3;6
28/02/2019;6;/;3;4;6
27/02/2019;7;/;3;3;7
26/02/2019;7;/;3;3;7
25/02/2019;7;/;3;3;7
24/02/2019;5;/;3;3;5
23/02/2019;5;/;2;3;5
22/02/2019;5;/;2;2;5
21/02/2019;5;/;2;3;5
20/02/2019;5;/;3;3;5
19/02/2019;4;/;3;3;4
18/02/2019;5;/;3;3;5
17/02/2019;5;/;3;3;5
16/02/2019;6;/;3;3;6
15/02/2019;5;/;3;2;5
14/02/2019;7;/;3;2;7
13/02/2019;5;/;3;2;5
12/02/2019;5;/;3;3;5
11/02/2019;3;/;3;3;3
10/02/2019;3;/;1;3;1
09/02/2019;3;/;1;3;3
08/02/2019;3;/;1;3;2
07/02/2019;3;/;1;3;3
06/02/2019;3;/;2;2;3
05/02/2019;3;/;3;2;3
04/02/2019;3;/;2;2;3
03/02/2019;3;/;3;3;3
02/02/2019;4;/;2;3;4
01/02/2019;5;/;3;2;5
31/01/2019;3;/;3;2;3
30/01/2019;3;/;3;2;3
29/01/2019;4;/;3;2;4
28/01/2019;3;/;2;3;3
27/01/2019;3;/;1;3;2
26/01/2019;3;/;2;3;2
25/01/2019;6;/;3;1;6
24/01/2019;8;/;3;1;8
23/01/2019;5;/;3;2;5
22/01/2019;6;/;3;2;6
21/01/2019;8;/;4;1;8
20/01/2019;7;/;3;2;7
19/01/2019;4;/;2;2;4
18/01/2019;5;/;3;2;5
17/01/2019;3;/;2;3;2
16/01/2019;3;/;1;3;3
15/01/2019;3;/;2;2;3
14/01/2019;3;/;2;3;3
13/01/2019;3;/;1;3;2
12/01/2019;3;/;2;2;3
11/01/2019;3;/;2;2;3
10/01/2019;5;/;3;2;5
09/01/2019;3;/;2;3;3
08/01/2019;3;/;2;3;3
07/01/2019;4;/;2;3;4
06/01/2019;5;/;2;2;5
05/01/2019;4;/;1;2;4
04/01/2019;4;/;3;2;4
03/01/2019;3;/;3;3;3
02/01/2019;3;/;2;3;3
01/01/2019;3;/;1;3;3
31/12/2018;3;/;2;2;3
30/12/2018;3;/;2;1;3
29/12/2018;5;/;2;2;5
28/12/2018;8;/;2;1;8
27/12/2018;5;/;2;1;5
26/12/2018;5;/;2;1;5
25/12/2018;6;/;2;2;6
24/12/2018;5;/;2;2;5
23/12/2018;2;/;1;2;2
22/12/2018;3;/;1;3;3
21/12/2018;3;/;1;3;3
20/12/2018;3;/;1;3;2
19/12/2018;2;/;2;2;2
18/12/2018;3;/;2;2;3
17/12/2018;3;/;3;2;3
16/12/2018;3;/;2;2;/
15/12/2018;4;/;2;2;4
14/12/2018;5;/;2;1;5
13/12/2018;4;/;2;1;4
12/12/2018;6;/;3;1;6
11/12/2018;5;/;4;2;5
10/12/2018;3;/;3;2;2
09/12/2018;3;/;1;3;2
08/12/2018;3;/;1;3;3
07/12/2018;3;/;1;3;2
06/12/2018;3;/;2;3;3
05/12/2018;3;/;2;1;3
04/12/2018;4;/;3;2;4
03/12/2018;3;/;1;3;3
02/12/2018;3;/;1;3;1
01/12/2018;2;/;1;2;2
30/11/2018;3;/;2;3;3
29/11/2018;2;/;1;2;2
28/11/2018;2;/;2;2;2
27/11/2018;5;/;2;2;5
26/11/2018;4;/;2;1;4
25/11/2018;4;/;2;1;4
24/11/2018;5;/;2;1;5
23/11/2018;7;/;3;1;7
22/11/2018;7;/;2;1;7
21/11/2018;6;/;3;2;6
20/11/2018;4;/;2;2;4
19/11/2018;3;/;2;2;3
18/11/2018;4;/;2;2;4
17/11/2018;4;/;2;2;4
16/11/2018;3;/;2;1;3
15/11/2018;4;/;2;1;4
14/11/2018;3;/;2;2;3
13/11/2018;3;/;3;2;3
12/11/2018;3;/;3;2;2
11/11/2018;3;/;1;3;2
10/11/2018;2;/;2;2;2
09/11/2018;3;/;2;2;3
08/11/2018;3;/;2;2;3
07/11/2018;2;/;2;2;2
06/11/2018;3;/;2;3;3
05/11/2018;6;/;2;1;6
04/11/2018;5;/;2;2;5
03/11/2018;5;/;3;2;5
02/11/2018;4;/;3;3;4
01/11/2018;2;/;1;2;2
31/10/2018;3;/;2;2;3
30/10/2018;2;/;2;2;2
29/10/2018;3;/;2;2;3
28/10/2018;3;/;2;3;2
27/10/2018;3;/;2;3;2
26/10/2018;3;/;2;2;3
25/10/2018;4;/;2;2;4
24/10/2018;3;/;2;2;3
23/10/2018;3;/;2;2;3
22/10/2018;4;/;2;3;4
21/10/2018;6;/;3;3;6
20/10/2018;5;/;3;3;5
19/10/2018;4;/;2;2;4
18/10/2018;4;/;3;2;4
17/10/2018;4;/;2;3;4
16/10/2018;5;/;4;4;5
15/10/2018;4;/;3;4;4
14/10/2018;3;/;2;3;3
13/10/2018;3;/;1;3;3
12/10/2018;3;/;2;3;2
11/10/2018;3;/;1;3;2
10/10/2018;5;/;2;3;5
09/10/2018;5;/;3;3;5
08/10/2018;4;/;3;3;4
07/10/2018;3;/;2;3;2
06/10/2018;4;/;2;3;4
05/10/2018;5;/;3;3;5
04/10/2018;3;/;3;3;3
03/10/2018;3;/;2;3;3
02/10/2018;2;/;2;2;2
01/10/2018;3;/;2;3;3
30/09/2018;4;/;2;3;4
29/09/2018;3;/;3;3;3
28/09/2018;3;/;2;3;3
27/09/2018;4;/;3;4;4
26/09/2018;4;/;3;3;4
25/09/2018;4;/;3;3;4
24/09/2018;3;/;2;3;2
23/09/2018;2;/;1;2;1
22/09/2018;3;/;2;3;2
21/09/2018;3;/;1;3;3
20/09/2018;4;/;2;3;4
19/09/2018;4;/;2;3;4
18/09/2018;4;/;2;3;4
17/09/2018;5;/;3;5;4
16/09/2018;3;/;3;3;3
15/09/2018;3;/;3;3;2
14/09/2018;3;/;3;3;3
13/09/2018;3;/;2;3;3
12/09/2018;2;/;2;2;2
11/09/2018;3;/;1;3;3
10/09/2018;3;/;2;3;3
09/09/2018;4;/;1;4;2
08/09/2018;3;/;2;3;2
07/09/2018;3;/;2;3;2
06/09/2018;3;/;2;3;3
05/09/2018;4;/;1;4;4
04/09/2018;4;/;1;3;4
03/09/2018;4;/;3;4;4
02/09/2018;5;/;2;5;4
01/09/2018;4;/;2;4;4
31/08/2018;3;/;2;3;3
30/08/2018;3;/;2;3;3
29/08/2018;3;/;2;3;3
28/08/2018;3;/;2;3;2
27/08/2018;3;/;1;3;2
26/08/2018;3;/;1;3;2
25/08/2018;3;/;2;3;1
24/08/2018;3;/;1;3;2
23/08/2018;3;/;1;3;2
22/08/2018;3;/;1;3;2
21/08/2018;3;/;1;3;2
20/08/2018;3;/;1;2;3
19/08/2018;3;/;1;2;3
18/08/2018;3;/;1;2;3
17/08/2018;3;/;1;3;2
16/08/2018;3;/;1;3;2
15/08/2018;3;/;1;3;2
14/08/2018;3;/;1;3;3
13/08/2018;3;/;1;3;2
12/08/2018;4;/;1;4;2
11/08/2018;4;/;2;4;2
10/08/2018;3;/;1;3;2
09/08/2018;2;/;2;2;2
08/08/2018;4;/;1;4;2
07/08/2018;6;/;3;6;5
06/08/2018;7;/;2;7;4
05/08/2018;5;/;1;5;3
04/08/2018;5;/;2;5;4
03/08/2018;8;/;2;8;5
02/08/2018;5;/;2;5;/
01/08/2018;4;/;2;4;/
31/07/2018;3;/;2;3;2
30/07/2018;3;/;1;2;3
29/07/2018;3;/;1;3;3
28/07/2018;3;/;2;3;3
27/07/2018;6;/;2;6;4
26/07/2018;8;/;2;8;6
25/07/2018;7;/;2;7;5
24/07/2018;6;/;2;6;4
23/07/2018;5;/;2;5;3
22/07/2018;6;/;2;6;5
21/07/2018;5;/;2;5;4
20/07/2018;5;/;2;3;5
19/07/2018;5;/;2;5;4
18/07/2018;4;/;2;4;3
17/07/2018;4;/;1;4;3
16/07/2018;6;/;2;6;5
15/07/2018;6;/;1;6;3
14/07/2018;5;/;1;5;4
13/07/2018;4;/;2;4;4
12/07/2018;4;/;1;4;4
11/07/2018;4;/;1;4;4
10/07/2018;3;/;1;3;3
09/07/2018;3;/;2;3;3
08/07/2018;5;/;2;5;3
07/07/2018;6;/;2;6;5
06/07/2018;6;/;3;6;5
05/07/2018;5;/;2;5;4
04/07/2018;6;/;2;6;5
03/07/2018;7;/;1;7;5
02/07/2018;7;/;2;7;4
01/07/2018;6;/;1;6;4
30/06/2018;7;/;1;7;5
29/06/2018;5;/;2;5;5
28/06/2018;6;/;2;6;5
27/06/2018;6;/;2;5;6
26/06/2018;5;/;2;4;5
25/06/2018;4;/;1;4;3
24/06/2018;4;/;2;4;3
23/06/2018;4;/;2;4;3
22/06/2018;3;/;1;3;3
21/06/2018;3;/;1;3;3
20/06/2018;3;/;1;3;2
19/06/2018;2;/;1;2;2
18/06/2018;3;/;1;3;2
17/06/2018;3;/;1;3;3
16/06/2018;3;/;1;3;3
15/06/2018;4;/;2;4;4
14/06/2018;3;/;2;3;3
13/06/2018;4;/;2;4;3
12/06/2018;4;/;1;3;4
11/06/2018;4;/;1;4;4
10/06/2018;6;/;1;5;6
09/06/2018;6;/;1;4;6
08/06/2018;6;/;1;3;6
07/06/2018;6;/;2;3;6
06/06/2018;7;/;2;6;7
05/06/2018;6;/;1;3;6
04/06/2018;7;/;2;4;7
03/06/2018;5;/;2;5;3
02/06/2018;3;/;2;3;2
01/06/2018;3;/;1;3;3
31/05/2018;5;/;2;4;5
30/05/2018;7;/;2;4;7
29/05/2018;6;/;2;4;6
28/05/2018;7;/;2;7;5
27/05/2018;5;/;2;5;4
26/05/2018;6;/;1;6;6
25/05/2018;9;/;2;4;9
24/05/2018;5;/;3;5;5
23/05/2018;6;/;2;3;6
22/05/2018;6;/;2;5;6
21/05/2018;5;/;2;5;5
20/05/2018;6;/;1;5;6
19/05/2018;4;/;1;3;4
18/05/2018;4;/;2;4;4
17/05/2018;5;/;1;3;5
16/05/2018;6;/;1;4;6
15/05/2018;7;/;1;4;7
14/05/2018;5;/;1;4;5
13/05/2018;4;/;1;4;3
12/05/2018;4;/;1;4;4
11/05/2018;4;/;2;4;3
10/05/2018;4;/;1;4;3
09/05/2018;5;/;2;3;5
08/05/2018;6;/;3;6;5
07/05/2018;6;/;2;6;5
06/05/2018;6;/;2;6;5
05/05/2018;6;/;2;6;5
04/05/2018;5;/;2;5;5
03/05/2018;4;/;2;4;3
02/05/2018;4;/;2;4;3
01/05/2018;4;/;2;4;3
30/04/2018;4;/;1;4;2
29/04/2018;4;/;1;3;4
28/04/2018;3;/;1;3;2
27/04/2018;4;/;2;4;3
26/04/2018;4;/;1;4;3
25/04/2018;4;/;1;4;3
24/04/2018;3;/;1;3;2
23/04/2018;3;/;1;3;3
22/04/2018;7;/;1;5;7
21/04/2018;9;/;2;7;9
20/04/2018;7;/;3;5;7
19/04/2018;6;/;3;6;5
18/04/2018;5;/;3;5;5
17/04/2018;5;/;3;5;4
16/04/2018;4;/;2;4;3
15/04/2018;4;/;1;4;2
14/04/2018;6;/;2;3;6
13/04/2018;5;/;2;3;5
12/04/2018;8;/;2;2;8
11/04/2018;4;/;3;4;3
10/04/2018;5;/;2;5;4
09/04/2018;7;/;2;2;7
08/04/2018;5;/;2;3;5
07/04/2018;4;/;2;4;4
06/04/2018;4;/;2;4;3
05/04/2018;4;/;2;4;2
04/04/2018;4;/;2;4;2
03/04/2018;3;/;2;3;2
02/04/2018;3;/;2;3;3
01/04/2018;3;/;3;3;3
31/03/2018;3;/;2;3;2
30/03/2018;4;/;2;4;2
29/03/2018;4;/;2;4;3
28/03/2018;3;/;3;3;3
27/03/2018;4;/;3;3;4
26/03/2018;5;/;3;4;5
25/03/2018;6;/;2;3;6
24/03/2018;3;/;2;3;3
23/03/2018;3;/;2;3;3
