Date;Indice de Lille;Dioxyde de soufre (SO2);Dioxyde d'azote (NO2);Ozone (O3);Poussieres PM10
22/03/2018;3;/;2;3;3
21/03/2018;4;/;3;3;4
20/03/2018;4;/;3;4;4
19/03/2018;4;/;2;3;4
18/03/2018;4;/;1;3;4
17/03/2018;4;/;1;2;4
16/03/2018;4;/;/;3;4
15/03/2018;3;/;2;3;3
14/03/2018;4;/;2;4;3
13/03/2018;3;/;3;3;2
12/03/2018;3;/;2;3;2
11/03/2018;3;/;2;3;2
10/03/2018;3;/;2;2;3
09/03/2018;3;/;3;3;3
08/03/2018;4;/;2;4;3
07/03/2018;3;/;3;3;3
06/03/2018;4;/;3;3;4
05/03/2018;4;/;3;3;4
04/03/2018;4;/;1;2;4
03/03/2018;8;/;3;2;8
02/03/2018;8;/;2;2;8
01/03/2018;7;/;1;3;7
28/02/2018;6;/;2;3;6
27/02/2018;4;/;2;3;4
26/02/2018;3;/;2;3;3
25/02/2018;3;/;1;3;3
24/02/2018;4;/;1;3;4
23/02/2018;5;/;2;2;5
22/02/2018;6;/;2;3;6
21/02/2018;8;/;3;3;8
20/02/2018;6;/;3;2;6
19/02/2018;4;/;2;2;4
18/02/2018;6;/;3;3;6
17/02/2018;6;/;4;2;6
16/02/2018;5;/;3;3;5
15/02/2018;3;/;2;3;3
14/02/2018;3;/;2;3;3
13/02/2018;3;/;2;3;3
12/02/2018;3;/;3;3;3
11/02/2018;3;/;2;3;2
10/02/2018;3;/;2;3;3
09/02/2018;5;/;3;2;5
08/02/2018;6;/;3;2;6
07/02/2018;5;/;3;3;5
06/02/2018;5;/;3;1;5
05/02/2018;4;/;2;2;4
04/02/2018;3;/;2;2;3
03/02/2018;3;/;2;2;3
02/02/2018;3;/;3;2;2
01/02/2018;3;/;2;3;2
31/01/2018;3;/;2;3;2
30/01/2018;4;/;3;2;4
29/01/2018;3;/;1;3;2
28/01/2018;3;/;1;3;2
27/01/2018;4;/;2;2;4
26/01/2018;4;/;3;2;4
25/01/2018;3;/;3;3;3
24/01/2018;3;/;1;3;2
23/01/2018;3;/;2;3;3
22/01/2018;3;/;3;3;3
21/01/2018;3;/;2;3;3
20/01/2018;3;/;2;3;2
19/01/2018;3;/;3;3;3
18/01/2018;3;/;2;3;2
17/01/2018;3;/;2;3;3
16/01/2018;3;/;2;3;2
15/01/2018;3;/;2;3;3
14/01/2018;5;/;2;1;5
13/01/2018;5;/;2;2;5
12/01/2018;7;/;2;1;7
11/01/2018;4;/;3;1;4
10/01/2018;3;/;3;2;3
09/01/2018;5;/;2;1;5
08/01/2018;3;/;2;1;3
07/01/2018;3;/;1;2;3
06/01/2018;4;/;3;2;4
05/01/2018;3;/;2;3;3
04/01/2018;3;/;2;3;3
03/01/2018;4;/;1;3;4
02/01/2018;3;/;2;3;3
01/01/2018;4;/;2;4;2
31/12/2017;4;/;1;4;2
30/12/2017;4;/;1;3;4
29/12/2017;3;/;2;3;3
28/12/2017;3;/;3;2;3
27/12/2017;3;/;2;3;2
26/12/2017;3;/;2;3;2
25/12/2017;3;/;1;3;1
24/12/2017;3;/;1;3;1
23/12/2017;2;/;2;2;2
22/12/2017;4;/;2;2;4
21/12/2017;3;/;2;2;3
20/12/2017;4;/;2;1;4
19/12/2017;5;/;3;1;5
18/12/2017;4;/;3;3;4
17/12/2017;3;/;2;2;3
16/12/2017;3;/;2;2;3
15/12/2017;3;/;3;3;3
14/12/2017;4;/;2;4;2
13/12/2017;3;/;2;3;2
12/12/2017;3;/;3;3;3
11/12/2017;3;/;2;3;2
10/12/2017;3;/;2;3;2
09/12/2017;3;/;2;2;3
08/12/2017;2;/;2;2;2
07/12/2017;3;/;2;2;3
06/12/2017;4;/;2;2;4
05/12/2017;5;/;3;1;5
04/12/2017;5;/;3;1;5
03/12/2017;6;/;2;1;6
02/12/2017;5;/;3;1;5
01/12/2017;5;/;3;3;5
30/11/2017;3;/;3;3;2
29/11/2017;3;/;3;2;2
28/11/2017;3;/;3;3;3
27/11/2017;3;/;2;3;2
26/11/2017;3;/;2;2;3
25/11/2017;3;/;2;2;3
24/11/2017;3;/;3;2;3
23/11/2017;3;/;3;3;3
22/11/2017;4;/;2;2;4
21/11/2017;3;/;2;2;3
20/11/2017;3;/;2;3;3
19/11/2017;3;/;2;2;3
18/11/2017;3;/;2;3;3
17/11/2017;4;/;3;3;4
16/11/2017;5;/;2;2;5
15/11/2017;5;/;2;1;5
14/11/2017;4;/;2;2;4
13/11/2017;3;/;2;3;2
12/11/2017;3;/;2;3;2
11/11/2017;3;/;2;2;3
10/11/2017;3;/;2;3;3
09/11/2017;5;/;2;2;5
08/11/2017;8;/;3;1;8
07/11/2017;7;/;3;2;7
06/11/2017;5;/;3;2;5
05/11/2017;3;/;2;3;3
04/11/2017;3;/;2;2;3
03/11/2017;6;/;3;2;6
02/11/2017;6;/;3;2;6
01/11/2017;4;/;3;2;4
31/10/2017;4;/;2;2;4
30/10/2017;3;/;3;3;3
29/10/2017;3;/;2;3;3
28/10/2017;3;/;2;2;3
27/10/2017;3;/;2;3;3
26/10/2017;4;/;2;2;4
25/10/2017;3;/;2;2;3
24/10/2017;2;/;1;2;2
23/10/2017;2;/;2;2;2
22/10/2017;3;/;1;3;2
21/10/2017;3;/;1;3;2
20/10/2017;3;/;2;3;3
19/10/2017;4;/;2;3;4
18/10/2017;5;/;2;2;5
17/10/2017;5;/;2;2;5
16/10/2017;5;/;3;3;5
15/10/2017;4;/;2;3;4
14/10/2017;3;/;3;3;3
13/10/2017;3;/;2;2;3
12/10/2017;4;/;2;3;4
11/10/2017;2;/;2;2;2
10/10/2017;3;/;2;3;2
09/10/2017;3;/;2;3;3
08/10/2017;2;/;2;2;2
07/10/2017;2;/;1;2;2
06/10/2017;3;/;2;3;3
05/10/2017;3;/;2;3;3
04/10/2017;3;/;2;3;3
03/10/2017;3;/;2;3;3
02/10/2017;4;/;1;3;4
01/10/2017;3;/;1;3;2
30/09/2017;3;/;2;3;3
29/09/2017;3;/;2;3;3
28/09/2017;3;/;2;2;3
27/09/2017;6;/;2;4;6
26/09/2017;7;/;3;3;7
25/09/2017;7;/;3;3;7
24/09/2017;4;/;2;4;4
23/09/2017;5;/;3;3;5
22/09/2017;4;/;3;3;4
21/09/2017;3;/;2;3;3
20/09/2017;3;/;3;3;3
19/09/2017;3;/;2;3;2
18/09/2017;2;/;2;2;2
17/09/2017;3;/;2;3;3
16/09/2017;3;/;2;2;3
15/09/2017;3;/;2;3;3
14/09/2017;3;/;2;3;2
13/09/2017;3;/;1;3;3
12/09/2017;3;/;3;3;2
11/09/2017;3;/;2;3;2
10/09/2017;3;/;2;3;2
09/09/2017;3;/;3;3;2
08/09/2017;3;/;2;3;2
07/09/2017;4;/;3;3;4
06/09/2017;4;/;2;3;4
05/09/2017;2;/;2;2;2
04/09/2017;3;/;2;2;3
03/09/2017;3;/;2;3;3
02/09/2017;3;/;2;3;3
01/09/2017;3;/;3;3;3
31/08/2017;3;/;3;3;2
30/08/2017;4;/;2;4;3
29/08/2017;6;/;3;5;6
28/08/2017;8;/;3;6;8
27/08/2017;7;/;2;5;7
26/08/2017;7;/;2;5;7
25/08/2017;4;/;2;3;4
24/08/2017;3;/;1;3;3
23/08/2017;4;/;2;4;4
22/08/2017;3;/;1;3;3
21/08/2017;3;/;1;3;2
20/08/2017;3;/;1;3;2
19/08/2017;3;/;1;3;2
18/08/2017;3;/;2;3;3
17/08/2017;2;/;1;2;2
16/08/2017;3;/;2;3;3
15/08/2017;4;/;1;4;2
14/08/2017;4;/;2;4;3
13/08/2017;3;/;1;3;3
12/08/2017;2;/;1;2;2
11/08/2017;4;/;1;4;3
10/08/2017;3;/;2;2;3
09/08/2017;3;/;1;3;2
08/08/2017;5;/;2;4;5
07/08/2017;4;/;2;4;3
06/08/2017;3;/;1;3;2
05/08/2017;3;/;1;3;2
04/08/2017;3;/;1;3;2
03/08/2017;3;/;1;3;3
02/08/2017;3;/;2;3;3
01/08/2017;3;/;2;3;3
31/07/2017;3;/;2;3;3
30/07/2017;3;/;1;3;2
29/07/2017;2;/;2;2;2
28/07/2017;3;/;1;3;3
27/07/2017;3;/;1;3;3
26/07/2017;4;/;2;4;3
25/07/2017;3;/;1;3;2
24/07/2017;3;/;1;3;3
23/07/2017;3;/;1;3;2
22/07/2017;3;/;2;3;3
21/07/2017;4;/;2;4;4
20/07/2017;3;/;1;3;3
19/07/2017;5;/;2;5;5
18/07/2017;6;/;2;6;4
17/07/2017;4;/;1;4;3
16/07/2017;3;/;1;2;3
15/07/2017;3;/;2;3;3
14/07/2017;3;/;2;3;3
13/07/2017;4;/;2;4;4
12/07/2017;3;/;1;3;3
11/07/2017;3;/;1;3;2
10/07/2017;3;/;2;3;3
09/07/2017;5;/;1;5;3
08/07/2017;3;/;1;3;3
07/07/2017;5;/;1;5;4
06/07/2017;5;/;2;5;4
05/07/2017;5;/;1;5;4
04/07/2017;4;/;1;4;4
03/07/2017;3;/;2;3;3
02/07/2017;3;/;2;3;3
01/07/2017;4;/;1;4;3
30/06/2017;/;/;1;3;3
29/06/2017;/;/;1;3;2
28/06/2017;/;/;2;3;3
27/06/2017;/;/;2;3;5
26/06/2017;/;/;1;4;3
25/06/2017;3;1;1;3;2
24/06/2017;3;1;1;3;2
23/06/2017;3;1;1;3;3
22/06/2017;5;1;2;5;5
21/06/2017;8;1;1;8;5
20/06/2017;8;1;2;8;6
19/06/2017;7;1;2;7;4
18/06/2017;5;1;2;5;4
17/06/2017;4;1;1;4;3
16/06/2017;4;1;1;4;4
15/06/2017;5;1;2;5;4
14/06/2017;6;1;2;6;4
13/06/2017;4;1;2;4;4
12/06/2017;3;1;1;3;3
11/06/2017;4;1;1;4;3
10/06/2017;4;1;1;4;3
09/06/2017;3;1;1;3;2
08/06/2017;4;1;2;4;3
07/06/2017;3;1;1;3;3
06/06/2017;3;1;1;3;3
05/06/2017;4;1;1;4;2
04/06/2017;3;1;1;3;2
03/06/2017;3;1;1;3;3
02/06/2017;6;1;2;6;4
01/06/2017;5;1;2;5;4
31/05/2017;3;1;1;3;3
30/05/2017;3;1;1;3;2
29/05/2017;5;1;2;5;4
28/05/2017;5;1;1;5;3
27/05/2017;5;1;1;5;3
26/05/2017;4;1;1;4;3
25/05/2017;4;1;1;4;3
24/05/2017;4;1;1;4;4
23/05/2017;4;1;2;4;4
22/05/2017;5;1;3;5;3
21/05/2017;4;1;2;4;2
20/05/2017;4;1;1;4;2
19/05/2017;3;1;1;3;2
18/05/2017;3;1;2;3;3
17/05/2017;6;1;2;6;4
16/05/2017;4;1;2;4;3
15/05/2017;3;1;2;3;3
14/05/2017;4;1;2;4;2
13/05/2017;4;1;3;4;3
12/05/2017;4;1;2;4;2
11/05/2017;5;1;3;5;5
10/05/2017;5;1;2;4;5
09/05/2017;4;1;2;4;4
08/05/2017;3;1;1;3;3
07/05/2017;4;1;1;4;4
06/05/2017;5;1;2;4;5
05/05/2017;4;1;2;3;4
04/05/2017;6;1;2;3;6
03/05/2017;5;1;2;2;5
02/05/2017;4;1;2;3;4
01/05/2017;4;1;1;4;2
30/04/2017;5;1;1;5;3
29/04/2017;4;1;3;4;3
28/04/2017;4;1;2;4;3
27/04/2017;4;1;2;4;2
26/04/2017;4;1;2;4;2
25/04/2017;4;1;2;4;2
24/04/2017;4;1;3;4;3
23/04/2017;4;1;2;4;3
22/04/2017;4;1;1;4;3
21/04/2017;5;1;2;3;5
20/04/2017;5;1;3;4;5
19/04/2017;4;1;3;4;3
18/04/2017;4;1;1;4;2
17/04/2017;4;1;1;4;2
16/04/2017;4;1;1;4;3
15/04/2017;4;1;2;4;3
14/04/2017;4;1;2;4;4
13/04/2017;4;1;2;4;3
12/04/2017;4;1;2;4;4
11/04/2017;5;1;2;3;5
10/04/2017;4;1;1;4;4
09/04/2017;8;1;3;5;8
08/04/2017;6;1;2;4;6
07/04/2017;5;1;3;4;5
06/04/2017;4;1;2;4;4
05/04/2017;4;1;1;4;4
04/04/2017;6;1;3;3;6
03/04/2017;6;1;2;4;6
02/04/2017;4;1;2;4;4
01/04/2017;4;1;2;4;3
31/03/2017;4;1;3;3;4
30/03/2017;4;1;3;4;4
29/03/2017;4;1;2;4;3
28/03/2017;6;1;3;4;6
27/03/2017;6;1;3;4;6
26/03/2017;4;1;2;3;4
25/03/2017;5;1;1;4;5
24/03/2017;6;1;2;2;6
23/03/2017;4;1;2;3;4
22/03/2017;3;1;2;3;3
21/03/2017;4;1;2;4;2
20/03/2017;3;1;1;3;3
19/03/2017;3;1;1;3;2
18/03/2017;3;1;1;3;3
17/03/2017;4;1;2;4;4
16/03/2017;7;1;3;3;7
15/03/2017;5;1;2;3;5
14/03/2017;4;1;2;3;4
13/03/2017;5;1;3;3;5
12/03/2017;5;1;2;3;5
11/03/2017;4;1;2;3;4
10/03/2017;4;1;3;3;4
09/03/2017;3;1;2;3;2
08/03/2017;3;1;2;3;2
07/03/2017;4;1;2;3;4
06/03/2017;3;1;2;3;2
05/03/2017;4;1;1;4;2
04/03/2017;3;1;2;3;2
03/03/2017;3;1;2;2;3
02/03/2017;4;1;2;4;4
01/03/2017;3;1;2;3;2
28/02/2017;4;1;2;4;2
27/02/2017;4;1;2;4;1
26/02/2017;3;1;1;3;3
25/02/2017;3;1;2;3;3
24/02/2017;3;1;3;3;3
23/02/2017;4;1;1;4;2
22/02/2017;3;1;1;3;2
21/02/2017;3;1;1;3;2
20/02/2017;3;1;2;3;2
19/02/2017;4;1;1;3;4
18/02/2017;5;1;3;2;5
17/02/2017;4;1;2;2;4
16/02/2017;4;1;3;2;4
15/02/2017;5;1;2;2;5
14/02/2017;5;1;3;2;5
13/02/2017;5;1;2;2;5
12/02/2017;8;1;2;1;8
11/02/2017;10;1;2;1;10
10/02/2017;9;1;2;1;9
09/02/2017;9;1;2;1;9
08/02/2017;6;1;2;1;6
07/02/2017;3;1;2;2;3
06/02/2017;4;1;3;2;4
05/02/2017;3;1;2;2;3
04/02/2017;3;1;2;3;2
03/02/2017;3;1;2;3;2
02/02/2017;3;1;2;2;3
01/02/2017;3;1;2;2;3
31/01/2017;5;1;2;2;5
30/01/2017;3;1;2;3;3
29/01/2017;3;1;1;3;2
28/01/2017;3;1;2;2;3
27/01/2017;6;1;3;2;6
26/01/2017;7;1;3;2;7
25/01/2017;7;1;2;2;7
24/01/2017;7;1;3;1;7
23/01/2017;9;1;3;1;9
22/01/2017;10;1;3;1;10
21/01/2017;8;1;4;2;8
20/01/2017;6;1;3;1;6
19/01/2017;7;1;3;1;7
18/01/2017;8;1;3;1;8
17/01/2017;7;1;3;1;7
16/01/2017;5;1;3;1;5
15/01/2017;3;1;2;2;3
14/01/2017;3;1;2;3;2
13/01/2017;3;1;1;3;2
12/01/2017;3;1;2;3;3
11/01/2017;3;1;2;3;3
10/01/2017;3;1;3;2;3
09/01/2017;3;1;2;3;3
08/01/2017;5;1;2;1;5
07/01/2017;6;1;2;1;6
06/01/2017;5;1;2;1;5
05/01/2017;3;1;3;3;3
04/01/2017;3;1;2;3;3
03/01/2017;3;1;2;2;3
02/01/2017;4;1;3;2;4
01/01/2017;5;1;2;1;5
31/12/2016;4;1;2;1;4
30/12/2016;6;1;2;1;6
29/12/2016;5;1;2;1;5
28/12/2016;5;1;3;1;5
27/12/2016;6;1;3;2;6
26/12/2016;3;1;2;3;2
25/12/2016;3;1;1;3;3
24/12/2016;4;1;2;3;4
23/12/2016;3;1;2;2;3
22/12/2016;3;1;2;1;3
21/12/2016;4;1;2;1;4
20/12/2016;5;1;2;1;5
19/12/2016;7;1;3;1;7
18/12/2016;7;1;2;1;7
17/12/2016;8;1;3;1;8
16/12/2016;5;1;3;1;5
15/12/2016;5;1;2;1;5
14/12/2016;5;1;3;1;5
13/12/2016;4;1;2;2;4
12/12/2016;3;1;2;2;3
11/12/2016;3;1;2;3;3
10/12/2016;6;1;2;1;6
09/12/2016;6;1;3;1;6
08/12/2016;6;1;3;1;6
07/12/2016;6;1;2;1;6
06/12/2016;7;1;2;1;7
05/12/2016;8;1;3;1;8
04/12/2016;4;1;2;2;4
03/12/2016;5;1;2;1;5
02/12/2016;5;1;3;2;5
01/12/2016;6;1;3;1;6
30/11/2016;8;1;3;1;8
29/11/2016;5;1;3;1;5
28/11/2016;4;1;2;2;4
27/11/2016;6;1;3;2;6
26/11/2016;6;1;2;1;6
25/11/2016;4;1;2;1;4
24/11/2016;4;1;2;1;4
23/11/2016;5;1;2;1;5
22/11/2016;3;1;3;3;3
21/11/2016;3;1;2;3;2
20/11/2016;3;1;2;3;2
19/11/2016;3;1;2;3;2
18/11/2016;3;1;2;3;1
17/11/2016;3;1;2;3;2
16/11/2016;3;1;1;3;2
15/11/2016;3;1;2;2;3
14/11/2016;5;1;2;1;5
13/11/2016;4;1;2;2;4
12/11/2016;5;1;2;2;5
11/11/2016;4;1;3;3;4
10/11/2016;3;1;2;3;3
09/11/2016;2;1;2;2;2
08/11/2016;4;1;4;2;3
07/11/2016;3;1;2;1;3
06/11/2016;3;1;1;2;3
05/11/2016;3;1;2;2;3
04/11/2016;5;1;2;1;5
03/11/2016;4;1;3;2;4
02/11/2016;3;1;2;2;3
01/11/2016;6;1;2;2;6
31/10/2016;6;1;3;2;6
30/10/2016;6;1;2;2;6
29/10/2016;5;1;2;2;5
28/10/2016;4;1;2;3;4
27/10/2016;4;1;2;2;4
26/10/2016;8;1;3;1;8
25/10/2016;8;1;2;1;8
24/10/2016;8;1;2;1;8
23/10/2016;5;1;2;1;5
22/10/2016;3;1;2;2;3
21/10/2016;3;1;2;2;3
20/10/2016;3;1;2;3;2
19/10/2016;2;1;2;2;2
18/10/2016;3;1;2;2;3
17/10/2016;3;1;3;3;3
16/10/2016;3;1;2;3;2
15/10/2016;3;1;1;3;3
14/10/2016;3;1;2;1;3
13/10/2016;3;1;2;1;3
12/10/2016;4;1;2;1;4
11/10/2016;5;1;3;2;5
10/10/2016;3;1;2;2;3
09/10/2016;4;1;2;3;4
08/10/2016;4;1;2;2;4
07/10/2016;3;1;2;2;3
06/10/2016;3;1;2;2;3
05/10/2016;3;1;2;2;3
04/10/2016;4;1;2;2;4
03/10/2016;3;1;2;3;3
02/10/2016;3;1;1;3;2
01/10/2016;3;1;2;3;2
30/09/2016;3;1;3;3;3
29/09/2016;3;1;1;2;3
28/09/2016;3;1;1;3;3
27/09/2016;4;1;2;3;4
26/09/2016;4;1;3;3;4
25/09/2016;3;1;1;3;3
24/09/2016;4;1;2;4;4
23/09/2016;4;1;3;3;4
22/09/2016;5;1;3;4;5
21/09/2016;7;1;3;3;7
20/09/2016;4;1;2;3;4
19/09/2016;4;1;2;3;4
18/09/2016;4;1;1;3;4
17/09/2016;2;1;2;2;2
16/09/2016;3;1;1;3;2
15/09/2016;5;1;3;4;5
14/09/2016;5;1;3;5;5
13/09/2016;5;1;2;5;5
12/09/2016;4;1;3;4;3
11/09/2016;2;1;2;2;2
10/09/2016;4;1;2;4;3
09/09/2016;4;1;3;4;4
08/09/2016;4;1;3;4;4
07/09/2016;5;1;2;5;4
06/09/2016;3;1;2;2;3
05/09/2016;2;1;2;2;2
04/09/2016;3;1;1;3;2
03/09/2016;3;1;2;3;3
02/09/2016;3;1;2;3;3
01/09/2016;3;1;2;3;3
31/08/2016;5;1;3;5;4
30/08/2016;4;1;2;4;3
29/08/2016;4;1;1;4;2
28/08/2016;4;1;2;3;4
27/08/2016;6;1;2;6;5
26/08/2016;8;1;2;5;8
25/08/2016;7;1;2;7;5
24/08/2016;5;1;2;5;3
23/08/2016;4;1;2;4;3
22/08/2016;3;1;2;3;2
21/08/2016;3;1;1;3;3
20/08/2016;3;1;1;3;3
19/08/2016;5;1;2;4;5
18/08/2016;5;1;2;4;5
17/08/2016;6;1;2;6;5
16/08/2016;5;1;2;5;4
15/08/2016;4;1;1;4;3
14/08/2016;3;1;1;3;3
13/08/2016;3;1;1;3;2
12/08/2016;3;1;1;3;3
11/08/2016;3;1;1;3;3
10/08/2016;2;1;2;2;2
09/08/2016;3;1;2;3;3
08/08/2016;3;1;1;3;3
07/08/2016;3;1;1;3;2
06/08/2016;4;1;2;4;3
05/08/2016;3;1;1;3;3
04/08/2016;3;1;1;3;3
03/08/2016;2;1;1;2;2
02/08/2016;2;1;1;2;2
01/08/2016;3;1;1;3;2
31/07/2016;3;1;1;3;2
30/07/2016;3;1;1;3;2
29/07/2016;3;1;1;3;2
28/07/2016;3;1;1;3;2
27/07/2016;2;1;1;2;2
26/07/2016;/;1;1;3;/
25/07/2016;3;1;1;3;2
24/07/2016;3;1;1;3;2
23/07/2016;4;1;1;4;4
22/07/2016;5;1;1;4;5
21/07/2016;4;1;1;3;4
20/07/2016;5;1;1;5;5
19/07/2016;5;1;2;5;4
18/07/2016;4;1;1;4;3
17/07/2016;2;1;1;2;2
16/07/2016;2;1;1;2;2
15/07/2016;3;1;1;3;3
14/07/2016;3;1;2;3;3
13/07/2016;3;1;1;3;2
12/07/2016;3;1;1;3;3
11/07/2016;3;1;1;2;3
10/07/2016;3;1;1;3;3
09/07/2016;3;1;1;3;3
08/07/2016;3;1;2;3;3
07/07/2016;5;1;2;5;5
06/07/2016;3;1;2;3;3
05/07/2016;3;1;1;3;2
04/07/2016;3;1;1;3;2
03/07/2016;2;1;1;2;2
02/07/2016;3;1;1;3;3
01/07/2016;2;1;1;2;2
30/06/2016;2;1;2;2;2
29/06/2016;3;1;1;3;3
28/06/2016;3;1;1;3;3
27/06/2016;3;1;1;2;3
26/06/2016;3;1;1;3;3
25/06/2016;3;1;1;3;3
24/06/2016;3;1;1;3;3
23/06/2016;4;1;2;4;3
22/06/2016;3;1;2;2;3
21/06/2016;2;1;1;2;2
20/06/2016;2;1;1;2;2
19/06/2016;3;1;1;3;3
18/06/2016;4;1;1;3;4
17/06/2016;3;1;2;2;3
16/06/2016;2;1;2;2;2
15/06/2016;3;1;1;3;2
14/06/2016;3;1;1;3;2
13/06/2016;3;1;1;3;3
12/06/2016;4;1;1;3;4
11/06/2016;6;1;2;5;6
10/06/2016;5;1;2;5;5
09/06/2016;4;1;1;4;4
08/06/2016;5;1;2;4;5
07/06/2016;7;1;3;5;7
06/06/2016;6;1;2;5;6
05/06/2016;7;1;1;4;7
04/06/2016;4;1;1;3;4
03/06/2016;3;1;1;3;3
02/06/2016;3;1;1;3;3
01/06/2016;5;1;1;3;5
31/05/2016;4;1;2;3;4
30/05/2016;3;1;1;3;3
29/05/2016;7;1;1;3;7
28/05/2016;7;1;1;5;7
27/05/2016;7;1;2;4;7
26/05/2016;6;1;2;4;6
25/05/2016;3;1;2;3;3
24/05/2016;3;1;1;3;3
23/05/2016;3;1;1;3;3
22/05/2016;3;1;1;3;2
21/05/2016;3;1;1;3;3
20/05/2016;3;1;2;3;2
19/05/2016;4;1;1;4;3
18/05/2016;4;1;2;4;3
17/05/2016;4;1;1;4;4
16/05/2016;3;1;1;3;3
15/05/2016;4;1;1;4;3
14/05/2016;4;1;1;4;3
13/05/2016;7;1;2;4;7
12/05/2016;6;1;2;5;6
11/05/2016;4;1;2;4;3
10/05/2016;3;1;2;3;2
09/05/2016;4;1;3;4;3
08/05/2016;5;1;2;5;4
07/05/2016;5;1;3;5;3
06/05/2016;5;1;2;5;4
05/05/2016;5;1;1;5;3
04/05/2016;4;1;3;4;4
03/05/2016;3;1;1;3;3
02/05/2016;3;1;3;3;3
01/05/2016;4;1;2;4;3
30/04/2016;4;1;1;4;2
29/04/2016;3;1;2;3;2
28/04/2016;3;1;3;3;3
27/04/2016;3;1;2;3;2
26/04/2016;3;1;1;3;2
25/04/2016;3;1;2;3;2
24/04/2016;4;1;1;4;2
23/04/2016;3;1;1;3;3
22/04/2016;5;1;2;2;5
21/04/2016;6;1;2;3;6
20/04/2016;4;1;2;3;4
19/04/2016;4;1;2;4;3
18/04/2016;4;1;3;4;3
17/04/2016;3;1;1;3;2
16/04/2016;3;1;1;3;2
15/04/2016;4;1;1;4;2
14/04/2016;4;1;3;4;4
13/04/2016;3;1;3;3;3
12/04/2016;3;1;2;3;2
11/04/2016;3;1;2;3;3
10/04/2016;4;1;2;4;3
09/04/2016;4;1;2;4;3
08/04/2016;4;1;2;3;4
07/04/2016;3;1;2;3;2
06/04/2016;4;1;1;4;3
05/04/2016;4;1;2;4;3
04/04/2016;3;1;2;3;2
03/04/2016;4;1;1;4;3
02/04/2016;4;1;2;3;4
01/04/2016;4;1;3;3;4
31/03/2016;4;1;3;2;4
30/03/2016;3;1;2;3;2
29/03/2016;3;1;2;3;2
28/03/2016;4;1;1;4;2
27/03/2016;4;1;1;4;1
26/03/2016;4;1;2;4;3
25/03/2016;4;1;3;3;4
24/03/2016;5;1;2;3;5
23/03/2016;3;1;2;3;3
22/03/2016;5;1;2;3;5
21/03/2016;4;1;2;3;4
20/03/2016;3;1;1;3;3
19/03/2016;3;1;1;3;3
18/03/2016;5;1;2;3;5
17/03/2016;7;1;3;2;7
16/03/2016;6;1;2;3;6
15/03/2016;7;1;3;2;7
14/03/2016;6;1;2;2;6
13/03/2016;6;1;2;3;6
12/03/2016;8;1;2;3;8
11/03/2016;8;1;3;2;8
10/03/2016;6;1;3;3;6
09/03/2016;3;1;1;3;2
08/03/2016;3;1;3;3;3
07/03/2016;3;1;2;3;2
06/03/2016;3;1;3;3;3
05/03/2016;4;1;3;3;4
04/03/2016;3;1;3;3;3
03/03/2016;3;1;3;3;2
02/03/2016;3;1;1;3;2
01/03/2016;4;1;3;3;4
29/02/2016;4;1;3;3;4
28/02/2016;4;1;1;3;4
27/02/2016;5;1;2;3;5
26/02/2016;6;1;3;2;6
25/02/2016;4;1;3;2;4
